custid,custfname,custlname,custphone,custemail,custstate,contactpref,pmtid,addedstamp,updatedstamp,hhi,ismarried,haskids,travelswpet,pronoun
4755,Maximus,Wright,(602) 843-3358,maximuswright2@hotmail.com,AZ,text,377326960601,5/28/22 0:00,,117745,y,y,y,he
4756,Jaxon,McCall,(385) 853-4397,jaxonmccall39@outlook.com,UT,call,193298977890,5/28/22 0:00,,79227,y,y,y,he
4757,Janessa,Kelly,(208) 768-2972,janessakelly51@gmail.com,ID,text,919457318284,5/28/22 0:00,,101043,y,y,,
4758,Lenny,Gibson,(541) 468-1436,lennygibson86@gmail.com,OR,email,563777084769,5/28/22 0:00,,108364,y,y,n,he
4759,Eldon,Lowery,(602) 875-3903,eldonlowery34@snarlywhisper.net,AZ,email,432999858753,5/28/22 0:00,,139610,,,,he
4760,Aislinn,Freeman,(801) 680-1210,afreeman141@iheartemail.com,UT,text,622377833394,5/29/22 0:00,,139956,y,y,n,
4761,Alessandra,Johnston,(435) 445-2053,alessandrajohnston5@snarlywhisper.net,UT,call,747643903190,5/29/22 0:00,,,n,,y,she
4762,Lucas,Reese,(208) 741-1003,lucasreese62@hotmail.com,ID,call,,5/29/22 0:00,,131712,y,,y,
4763,Joselyn,Mendoza,(208) 695-9588,jmendoza837@icloud.com,ID,text,620735961060,5/29/22 0:00,,128112,n,,n,
4764,Andrea,Sherman,(509) 770-9710,andreasherman13@gmail.com,WA,text,857869886862,5/29/22 0:00,,110809,y,,y,she
4765,Jayden,Mathews,(602) 373-4825,jaydenmathews3@outlook.com,AZ,call,466595622872,5/29/22 0:00,,174643,y,n,y,
4766,Joanna,Shaffer,,joannashaffer11@hotmail.com,UT,email,858380759937,5/29/22 0:00,,152078,,n,n,she
4767,Nola,Torres,(760) 775-8017,nolatorres7@gmail.com,CA,email,127573289441,5/29/22 0:00,,189210,,y,y,she
4768,Joseph,Williamson,(307) 589-3880,josephwilliamson100@gmail.com,WY,call,225040853046,5/29/22 0:00,,113423,y,y,y,he
4769,Porter,Lopez,(623) 388-1617,plopez764@yahoo.com,AZ,email,755279797419,5/29/22 0:00,,193359,y,n,y,they
4770,Kennedy,Ramirez,,kramirez772@hotmail.com,UT,,637116066956,5/29/22 0:00,,153309,y,y,n,she
4771,Samuel,Hodges,(208) 787-7758,samuelhodges14@yahoo.com,ID,text,717272606378,5/29/22 0:00,,81053,y,y,y,he
4772,Rhea,Williams,(602) 744-5429,rwilliams994@hotmail.com,AZ,call,726395463126,5/29/22 0:00,,137553,y,,,she
4773,Joyce,Garza,(801) 641-8875,jgarza357@iheartemail.com,UT,text,300737591316,5/29/22 0:00,,151813,n,,n,
4774,Ryan,Hull,(760) 585-1983,rhull153@outlook.com,CA,text,164007850587,5/29/22 0:00,,332339,n,n,y,
4775,Dylan,Bridges,(208) 536-1701,dbridges343@yahoo.com,ID,text,199255034694,5/29/22 0:00,,109007,y,y,,
4776,Luna,Diaz,(208) 443-6951,ldiaz536@gmail.com,ID,text,176659920477,5/29/22 0:00,,162145,,,n,
4777,Micah,Hall,(801) 677-6436,micahhall97@yahoo.com,UT,call,628132819411,5/29/22 0:00,,141416,y,y,n,
4778,Harper,Jones,(602) 650-6563,harperjones39@outlook.com,AZ,email,191883323538,5/29/22 0:00,,181425,y,y,n,she
4779,Miriam,Romero,(801) 343-2370,miriamromero35@gmail.com,UT,text,976174108344,5/29/22 0:00,,,y,y,,they
4780,Lacey,Holmes,(801) 958-7613,laceyholmes87@icloud.com,UT,text,870916079511,5/29/22 0:00,,,y,y,n,
4781,Cadence,Robinson,(602) 689-3360,crobinson895@icloud.com,AZ,email,331141999956,5/29/22 0:00,,,,,,
4782,James,Gomez,(623) 575-8663,jgomez941@icloud.com,AZ,email,899510387040,5/29/22 0:00,,144844,y,,n,he
4783,Owen,Malone,(435) 756-7434,omalone150@hotmail.com,UT,email,414787069952,5/29/22 0:00,,161019,y,y,n,he
4784,Nova,Morales,,nmorales838@yahoo.com,UT,email,682595345891,5/29/22 0:00,,153571,,y,y,she
4785,Jacob,Castillo,(208) 580-6133,jacobcastillo7@gmail.com,ID,text,630405034029,5/29/22 0:00,,105407,y,n,n,he
4786,Frida,Thomas,(208) 800-3580,fthomas159@hotmail.com,ID,text,522629479387,5/29/22 0:00,,123950,y,y,y,
4787,Samuel,Russell,(208) 223-7440,srussell948@hotmail.com,ID,text,214280173195,5/29/22 0:00,,119639,y,y,n,he
4788,Wes,Randolph,(801) 639-4579,wesrandolph90@icloud.com,UT,text,117459128068,5/29/22 0:00,,,,y,y,he
4789,Gabriel,Lopez,(208) 419-7387,gabriellopez62@yahoo.com,ID,text,386329944617,5/29/22 0:00,,121206,y,y,n,
4790,Kennedi,Morales,(602) 621-6918,kmorales922@outlook.com,AZ,email,199207515629,5/29/22 0:00,,175885,n,,y,she
4791,Lily,Klein,(602) 631-2268,lklein328@hotmail.com,AZ,call,428938495980,5/29/22 0:00,,,,,,
4792,James,Shelton,(208) 694-9454,jamesshelton53@gmail.com,ID,text,679898762238,5/29/22 0:00,,116918,y,n,,he
4793,Lorelai,Robertson,(208) 576-8706,lrobertson713@hotmail.com,ID,text,880334677309,5/29/22 0:00,,112485,,,,she
4794,Amiyah,Duncan,(801) 897-8460,aduncan759@outlook.com,UT,text,553800064088,5/29/22 0:00,,78545,y,y,n,
4795,Izabella,McKenzie,(208) 268-4312,imckenzie801@gmail.com,ID,call,692911624801,5/29/22 0:00,,188641,,,,she
4796,Brooks,Parker,(208) 698-2274,brooksparker74@hotmail.com,ID,,893089375156,5/29/22 0:00,,142835,y,y,n,he
4797,Eli,Torres,(520) 424-2533,etorres185@gmail.com,AZ,text,351139983640,5/29/22 0:00,,139964,y,n,y,he
4798,Ezekiel,Hardy,(208) 541-4446,ehardy772@hotmail.com,ID,email,422280342038,5/29/22 0:00,,126361,,,,he
4799,Kody,Stevens,(385) 653-3230,kstevens53@believecoase.com,UT,text,,5/29/22 0:00,,,,,,he
4800,Aria,Stewart,(208) 926-7695,astewart707@yahoo.com,ID,text,,5/29/22 0:00,,,y,y,,
4801,Baylee,Ruiz,(602) 228-5085,bayleeruiz66@gmail.com,AZ,text,931435672107,5/29/22 0:00,,127852,n,,y,
4802,Tyson,Silva,(801) 230-4576,tsilva817@outlook.com,UT,text,895106365605,5/29/22 0:00,,121900,y,y,n,he
4803,Arlo,Hicks,(928) 963-1108,ahicks961@gmail.com,AZ,text,862157846011,5/29/22 0:00,,131323,,,,
4804,A.A.,McCoy,(801) 856-7156,a.a.mccoy48@hotmail.com,UT,text,419640599050,5/29/22 0:00,,143853,y,y,,
4805,Amiya,Butler,(208) 763-4847,amiyabutler70@outlook.com,ID,call,306629622773,5/29/22 0:00,,,,y,,
4806,Ezekiel,Mitchell,(801) 284-3470,ezekielmitchell33@gmail.com,UT,call,575320073677,5/29/22 0:00,,497648,y,y,y,
4807,Andre,Cameron,(602) 472-4152,andrecameron55@yahoo.com,AZ,,147963294683,5/29/22 0:00,,103702,n,n,,
4808,Grace,Rowe,(801) 859-1266,gracerowe52@gmail.com,UT,text,140071342776,5/29/22 0:00,,187849,,,y,
4809,Katelyn,Barnett,(435) 677-5379,katelynbarnett6@outlook.com,UT,text,648938139018,5/29/22 0:00,,104913,,,,she
4810,Shaun,Hale,(602) 603-5159,shaunhale22@yahoo.com,AZ,email,338202512387,5/29/22 0:00,,,y,y,n,he
4811,Lucas,Booth,(602) 900-1324,lbooth30@icloud.com,AZ,call,129977103729,5/30/22 0:00,,122317,,,n,he
4812,Sebastian,Kramer,(208) 439-8758,skramer453@yahoo.com,ID,text,117873859495,5/30/22 0:00,,,,,,he
4813,Samuel,Taylor,(602) 713-3246,staylor399@gmail.com,AZ,call,521331770445,5/30/22 0:00,,102118,y,,y,he
4814,Mike,Reid,(602) 409-8592,mreid697@yahoo.com,AZ,,682047221461,5/30/22 0:00,,130254,y,n,,
4815,Isaac,May,(602) 670-4096,isaacmay90@icloud.com,AZ,email,603956267062,5/30/22 0:00,,119095,,,n,
4816,Grayson,Huff,(801) 441-8103,graysonhuff85@gmail.com,UT,email,713082680558,5/30/22 0:00,,116951,n,,n,he
4817,Reyna,Clarke,(801) 999-6685,reynaclarke46@hotmail.com,UT,email,408403363079,5/30/22 0:00,,121237,n,,n,she
4818,Zoey,Goodwin,(208) 789-1036,zoeygoodwin13@gmail.com,ID,email,446602311516,5/30/22 0:00,,173070,y,y,n,
4819,Annabel,Coleman,,annabelcoleman85@hotmail.com,CA,,399572932204,5/30/22 0:00,,169722,y,y,y,
4820,Trinity,Shields,(208) 596-4229,tshields134@hotmail.com,ID,text,691367183580,5/30/22 0:00,,172150,y,y,n,she
4821,Robin,Miller,(435) 505-1799,robinmiller33@hotmail.com,UT,email,441496027637,5/30/22 0:00,,,y,y,y,
4822,Dean,Kennedy,(435) 838-6861,dkennedy164@gmail.com,UT,email,901617022567,5/30/22 0:00,,172647,y,y,y,he
4823,Kaylin,Howard,(602) 801-6048,kaylinhoward61@outlook.com,AZ,email,736451172587,5/30/22 0:00,,172000,y,y,n,
4824,Mike,Lawrence,(435) 590-6460,mlawrence421@yahoo.com,UT,text,164624696459,5/30/22 0:00,,147140,y,y,,
4825,Catherine,Diaz,(208) 935-8314,cdiaz696@yahoo.com,ID,email,364999292447,5/30/22 0:00,,,,,,
4826,Russell,Walton,(208) 731-6521,russellwalton67@yahoo.com,ID,text,722731032442,5/30/22 0:00,,180808,,,n,
4827,Adrian,Dalton,(602) 656-9699,adriandalton98@gmail.com,AZ,email,938590240174,5/30/22 0:00,,170816,y,,y,he
4828,Jake,Horn,(208) 407-6996,jhorn698@hotmail.com,ID,text,413303196194,5/30/22 0:00,,152061,y,y,y,he
4829,Samuel,Rose,(928) 876-8216,srose389@snarlywhisper.net,AZ,text,694258100443,5/30/22 0:00,,147254,y,y,n,
4830,Quinn,Combs,(208) 427-2636,quinncombs91@yahoo.com,ID,,315717039273,5/30/22 0:00,,92190,,y,y,she
4831,Kataleya,McClain,(208) 617-8476,kataleyamcclain58@yahoo.com,ID,,899337141972,5/30/22 0:00,,89588,y,,n,she
4832,Benjamin,Kent,(208) 397-4668,bkent465@hotmail.com,ID,text,896266144704,5/30/22 0:00,,105456,y,y,y,
4833,Aleena,Cross,(385) 469-3325,aleenacross6@yahoo.com,UT,,830355144173,5/30/22 0:00,,129282,y,,n,
4834,Kason,Blankenship,(435) 696-8351,kblankenship610@yahoo.com,UT,text,973156605468,5/30/22 0:00,,156277,,,n,he
4835,Sebastian,Peters,(435) 610-8660,speters413@yahoo.com,UT,email,777660227404,5/30/22 0:00,,,y,y,n,he
4836,Ullr,Keller,(208) 875-9701,ullrkeller33@yahoo.com,ID,email,266933343518,5/30/22 0:00,,128049,y,,y,he
4837,Amelia,Clark,(801) 460-5986,ameliaclark50@yahoo.com,UT,,562164597441,5/30/22 0:00,,94855,n,,y,
4838,David,Carpenter,(520) 683-2197,dcarpenter374@yahoo.com,AZ,text,823376990886,5/30/22 0:00,,102746,y,y,,
4839,Julia,Hill,(623) 498-1038,juliahill95@icloud.com,AZ,call,902875953199,5/31/22 0:00,,188128,y,y,,she
4840,Lydia,Schroeder,(801) 977-2889,lydiaschroeder4@icloud.com,UT,text,271593565384,5/31/22 0:00,,185716,y,y,,
4841,Zoe,Bowen,(208) 658-2168,zoebowen57@gmail.com,ID,email,892513126004,5/31/22 0:00,,151170,y,n,n,
4842,Scarlet,Bruce,(435) 390-6510,scarletbruce66@outlook.com,UT,text,647214929299,5/31/22 0:00,,125013,,y,y,
4843,Sebastian,Daniel,(208) 984-6806,sdaniel550@outlook.com,ID,email,747570964392,5/31/22 0:00,,,,,,
4844,Adeline,Jefferson,(435) 440-1808,adelinejefferson88@icloud.com,UT,text,553149877302,5/31/22 0:00,,116179,n,y,n,she
4845,Justin,Hensley,(602) 902-9176,jhensley865@gmail.com,AZ,call,824186186529,5/31/22 0:00,,148302,y,n,n,he
4846,Rosemary,Cobb,(208) 910-2112,rosemarycobb77@gmail.com,ID,text,,5/31/22 0:00,,181431,,,n,she
4847,Jaylee,Schneider,(385) 229-5467,jschneider424@gmail.com,UT,call,229426243335,5/31/22 0:00,,132462,y,,,
4848,Liberty,Fletcher,(208) 348-7403,lfletcher61@outlook.com,ID,text,850391525032,5/31/22 0:00,,,,,,
4849,Landon,Davis,(602) 541-1689,landondavis3@gmail.com,AZ,call,794721574065,5/31/22 0:00,,,,y,,
4850,Rylan,Morris,(801) 335-3742,rmorris643@iheartemail.com,UT,text,415391683702,5/31/22 0:00,,144228,,,,he
4851,Bexley,Tate,(208) 285-2411,btate215@snarlywhisper.net,ID,call,309485849499,6/1/22 0:00,,123224,n,,n,
4852,Elijah,Lambert,(928) 261-8619,elambert953@gmail.com,AZ,text,254129973847,6/1/22 0:00,,157258,y,y,n,he
4853,Zack,Walter,(602) 552-3457,zwalter247@outlook.com,AZ,call,914943358913,6/1/22 0:00,,,,,,
4854,Jameson,Adkins,(602) 376-1280,jamesonadkins9@outlook.com,AZ,,291307559746,6/1/22 0:00,,104294,y,n,,
4855,Brooklyn,Pierce,,bpierce23@gmail.com,UT,,197277361011,6/1/22 0:00,,163986,,,y,
4856,Ranger,Middleton,(801) 658-8796,rmiddleton842@gmail.com,UT,text,654385637213,6/1/22 0:00,,141299,y,y,y,
4857,Isaac,Russell,(602) 330-1157,irussell152@icloud.com,AZ,email,564349361178,6/1/22 0:00,,,y,y,n,he
4858,Brendan,Washington,(602) 489-9147,brendanwashington10@gmail.com,AZ,call,555172074325,6/1/22 0:00,,,,,,he
4859,Nathaniel,Bell,(801) 796-7182,nathanielbell73@yahoo.com,UT,text,823821834101,6/1/22 0:00,,174004,n,y,,
4860,Payton,Prince,(208) 972-8103,paytonprince64@creativedestruction.com,ID,text,500863745558,6/1/22 0:00,,145374,y,n,n,she
4861,Travis,Baker,(928) 761-8559,travisbaker81@gmail.com,AZ,text,991759341730,6/2/22 0:00,,93863,n,y,y,
4862,Coen,Dalton,(602) 706-2521,cdalton651@gmail.com,AZ,email,582303491234,6/2/22 0:00,,182757,,,y,
4863,Jacob,Cook,(801) 361-5649,jcook50@icloud.com,UT,text,876230076184,6/2/22 0:00,,491047,y,,n,
4864,Jayleen,Hayes,(541) 593-4963,jayleenhayes48@gmail.com,OR,email,222017240053,6/2/22 0:00,,140035,y,y,y,she
4865,Kaia,Perez,(623) 800-1197,kaiaperez12@gmail.com,AZ,text,711718436993,6/2/22 0:00,,86241,y,y,n,
4866,Rowan,Cunningham,(435) 286-6844,rcunningham984@gmail.com,UT,text,298757065245,6/2/22 0:00,,117311,y,y,y,she
4867,Freya,Rivera,(385) 320-3654,frivera126@hotmail.com,UT,email,761635061293,6/2/22 0:00,,164139,y,y,y,
4868,Karen,Bell,(602) 438-9092,kbell24@icloud.com,AZ,text,879498647984,6/3/22 0:00,,90554,,y,n,
4869,Charlotte,Mitchell,(801) 657-2727,cmitchell254@outlook.com,UT,email,558255957200,6/3/22 0:00,,157836,y,y,,
4870,Anais,Cannon,(385) 875-9868,acannon280@hotmail.com,UT,text,380820279246,6/3/22 0:00,,137705,y,n,n,
4871,Eliana,Clark,,eclark235@outlook.com,AZ,email,947547753288,6/3/22 0:00,,171927,y,y,n,she
4872,Brooke,Black,(623) 849-8337,brookeblack63@gmail.com,AZ,text,405078816350,6/3/22 0:00,,,,,,she
4873,Etta,Warner,(208) 585-9286,ettawarner57@gmail.com,ID,email,733496481751,6/3/22 0:00,,,,,,
4874,Gracie,Stafford,(307) 697-1234,gstafford527@gmail.com,WY,text,277914585575,6/3/22 0:00,,116063,n,,y,
4875,Luke,Franklin,(435) 406-2197,lfranklin259@yahoo.com,UT,email,798526214646,6/4/22 0:00,,,y,n,n,
4876,Nyla,Clark,(435) 679-2003,nclark353@gmail.com,UT,email,648129850013,6/4/22 0:00,,183221,n,,n,
4877,Adelaide,Ellis,(801) 957-5775,aellis707@hotmail.com,UT,,,6/4/22 0:00,,93209,y,n,y,she
4878,Luna,Powell,(208) 293-8267,lunapowell58@yahoo.com,ID,text,553972069002,6/4/22 0:00,,,,,,
4879,Louis,Hutchinson,(307) 482-1468,louishutchinson2@yahoo.com,WY,,217982365395,6/4/22 0:00,,125098,y,y,y,
4880,Aileen,Elliott,(208) 605-7262,aileenelliott46@outlook.com,ID,call,941651165383,6/4/22 0:00,,147411,y,y,n,she
4881,Presley,White,(801) 340-5811,pwhite37@gmail.com,UT,text,574796657071,6/4/22 0:00,,154403,y,y,y,she
4882,Ian,Beasley,(208) 369-3021,ibeasley74@gmail.com,ID,text,,6/4/22 0:00,,147876,y,n,,
4883,Lorelei,Hayes,(602) 652-4323,loreleihayes11@yahoo.com,AZ,,594046073008,6/4/22 0:00,,69828,,,y,
4884,Christian,Hoover,(208) 362-7826,christiancamps69@gmail.com,ID,call,868275199794,6/4/22 0:00,,129402,y,,n,he
4885,Amelia,Daniel,(208) 520-2391,ameliadaniel40@gmail.com,ID,text,573905535800,6/4/22 0:00,,191255,y,y,y,
4886,Mark,Thomas,(602) 515-9490,mthomas747@yahoo.com,AZ,text,192961585933,6/4/22 0:00,,,y,y,n,
4887,Porter,Cross,,portercross51@yahoo.com,UT,email,973307259530,6/4/22 0:00,,150779,y,n,y,he
4888,Peyton,Arnold,(928) 401-3739,parnold647@gmail.com,AZ,text,564613626360,6/4/22 0:00,,145878,y,,y,
4889,Carter,Bridges,(602) 547-2414,carterbridges26@gmail.com,AZ,text,528697186680,6/4/22 0:00,,,y,,n,he
4890,Irene,Byrd,(520) 265-8135,irenebyrd60@hotmail.com,AZ,text,505390373813,6/4/22 0:00,,426427,y,,n,
4891,Promise,Gilmore,(623) 973-9715,promisegilmore89@outlook.com,AZ,call,312541524551,6/4/22 0:00,,143208,,,n,she
4892,Ashley,Martinez,(509) 425-5369,ashleymartinez26@hotmail.com,WA,email,959592824698,6/4/22 0:00,,188066,,y,,
4893,Amirah,Kelly,(801) 562-6272,amirahkelly74@yahoo.com,UT,email,338234107670,6/4/22 0:00,,89114,y,n,,she
4894,Layton,Jones,(801) 909-8155,laytonjones73@yahoo.com,UT,call,391891855008,6/4/22 0:00,,139143,y,y,,he
4895,Logan,Kelly,(208) 248-7366,logankelly80@yahoo.com,ID,text,275617173581,6/4/22 0:00,,142664,y,y,y,
4896,Jacob,Sanchez,(602) 293-6489,jacobsanchez51@yahoo.com,AZ,email,875419556306,6/4/22 0:00,,165987,n,,y,he
4897,Makenzie,Goodman,(208) 302-2647,mgoodman343@outlook.com,ID,call,677921141696,6/4/22 0:00,,174932,n,,,she
4898,Nicholas,Butler,(385) 990-7972,nbutler112@yahoo.com,UT,email,633048388122,6/4/22 0:00,,147015,,n,n,
4899,Jayla,Johnson,(801) 372-9276,jjohnson154@gmail.com,UT,text,715623015716,6/4/22 0:00,,,,,,she
4900,Frances,Cole,(208) 490-4787,fcole394@icloud.com,ID,email,852721391007,6/4/22 0:00,,186300,,,,she
4901,Benjamin,Gutierrez,,bgutierrez239@icloud.com,AZ,email,294326863300,6/4/22 0:00,,170181,y,n,y,
4902,Keegan,Walker,,keeganwalker34@gmail.com,AZ,email,625219178852,6/4/22 0:00,,259358,y,y,y,he
4903,Kenneth,Frazier,(208) 978-6516,kfrazier867@yahoo.com,ID,call,450669325369,6/4/22 0:00,,,y,,n,he
4904,Mike,Preston,(208) 810-2009,mikecamps75@yahoo.com,ID,text,340879652222,6/4/22 0:00,,121860,y,,y,
4905,Benjamin,Gonzalez,(208) 281-9303,bgonzalez365@gmail.com,ID,email,496900484194,6/4/22 0:00,,172624,y,n,y,he
4906,India,Waters,(801) 221-4869,indiawaters65@snarlywhisper.net,UT,text,197630570583,6/4/22 0:00,,125164,y,y,y,
4907,Colten,Lopez,(602) 243-6557,coltenlopez7@gmail.com,AZ,text,608721849753,6/4/22 0:00,,88720,y,,,
4908,Laney,Hutchinson,(801) 798-8681,laneyhutchinson91@yahoo.com,UT,text,654375357463,6/4/22 0:00,,82727,,y,y,
4909,Jordan,Parrish,(801) 667-3947,jparrish81@hotmail.com,UT,call,169353762915,6/4/22 0:00,,122466,y,n,n,
4910,Hana,Davenport,(480) 737-1204,hanadavenport100@gmail.com,AZ,call,173144512342,6/4/22 0:00,,78195,,,y,
4911,Walt,Anderson,(801) 461-7633,waltanderson89@hotmail.com,UT,email,159262910527,6/4/22 0:00,,171065,y,y,,
4912,Baylee,Brooks,(602) 236-5556,bbrooks704@gmail.com,AZ,text,317692807980,6/4/22 0:00,,,,,,
4913,Virginia,Harper,(208) 887-2843,virginiaharper55@hotmail.com,ID,text,602893919481,6/4/22 0:00,,159256,y,y,y,she
4914,Valentina,Murphy,(385) 653-6572,valentinamurphy35@outlook.com,UT,text,346352690787,6/4/22 0:00,,154808,y,y,n,
4915,Nevaeh,Smith,(623) 256-9121,nevaehsmith60@gmail.com,AZ,call,439342259465,6/4/22 0:00,,194600,n,,,she
4916,Harris,Phillips,(541) 632-1025,harrisphillips24@gmail.com,OR,email,701177054304,6/5/22 0:00,,192724,n,,n,he
4917,Amelia,Gutierrez,(208) 845-8807,agutierrez189@icloud.com,ID,text,678124109849,6/5/22 0:00,,117892,y,y,n,
4918,Meilani,Stanley,(435) 733-9695,mstanley89@gmail.com,UT,text,327650444366,6/5/22 0:00,,90160,y,n,n,
4919,Jayden,Simpson,(602) 542-5424,jaydensimpson17@yahoo.com,AZ,text,195683990278,6/5/22 0:00,,118282,y,y,,
4920,Andrew,Thompson,(208) 629-5368,andrewthompson33@gmail.com,ID,call,875690009276,6/5/22 0:00,,142505,n,,y,he
4921,Gavin,Warner,(208) 633-7371,gwarner78@gmail.com,ID,email,624698500375,6/5/22 0:00,,129918,y,y,n,
4922,Kiera,Shaffer,(208) 567-3044,kshaffer261@hotmail.com,ID,email,918527864150,6/5/22 0:00,,79791,y,y,n,she
4923,Lucas,Short,,lucasshort80@gmail.com,AZ,email,223056486436,6/5/22 0:00,,184206,n,,y,he
4924,Emmett,Parker,(208) 779-8381,eparker63@hotmail.com,ID,email,129924707967,6/5/22 0:00,,110925,y,y,y,
4925,Ethan,Wiley,(602) 873-4393,ewiley203@icloud.com,AZ,text,157333741861,6/5/22 0:00,,133407,y,y,,
4926,Matthew,Ramirez,,mramirez161@hotmail.com,AZ,email,566845925199,6/5/22 0:00,,118529,y,,n,
4927,Brooklyn,Thomas,(623) 404-9984,bthomas383@gmail.com,AZ,email,198996151268,6/5/22 0:00,,119150,n,y,n,
4928,Galilea,Roberts,(760) 737-6713,groberts548@icloud.com,CA,text,585092898603,6/5/22 0:00,,157755,y,y,y,they
4929,Eliana,Walker,(509) 378-6100,elianawalker49@icloud.com,WA,email,204394109641,6/5/22 0:00,,,y,y,y,
4930,Grant,Harrison,(435) 752-7481,grantharrison11@hotmail.com,UT,text,599440643436,6/5/22 0:00,,154838,,,n,
4931,Kailyn,Norton,(602) 408-7941,kailynnorton74@creativedestruction.com,AZ,text,980503719282,6/5/22 0:00,,192412,y,y,,
4932,Kennedi,Hernandez,(801) 715-8391,kennedihernandez84@gmail.com,UT,text,141767923011,6/5/22 0:00,,99392,y,n,n,
4933,Mariana,Byrd,(385) 816-3529,marianabyrd2@outlook.com,UT,text,992393485030,6/5/22 0:00,,131939,,n,n,she
4934,Avianna,Hutchinson,(208) 287-4248,aviannahutchinson16@yahoo.com,ID,call,783532077881,6/5/22 0:00,,100850,,,,
4935,Leo,Owen,(435) 359-5990,leoowen45@gmail.com,UT,email,410009625348,6/5/22 0:00,,125767,,,n,he
4936,Maliah,Ortiz,(208) 983-7080,maliahortiz15@outlook.com,ID,text,295046973843,6/6/22 0:00,,,y,,,
4937,Alan,Walker,(928) 439-7619,awalker974@outlook.com,AZ,text,905288331047,6/6/22 0:00,,123849,y,y,y,
4938,Lucas,Powell,(435) 801-6770,lpowell7@gmail.com,UT,email,206459539209,6/6/22 0:00,,165192,n,,n,
4939,Ailani,Lewis,(208) 953-5617,ailanilewis4@gmail.com,ID,call,783954724230,6/6/22 0:00,,180625,y,y,y,
4940,Adalyn,Gibson,(208) 698-5166,agibson926@icloud.com,ID,text,716180946722,6/6/22 0:00,,101112,y,y,n,
4941,Keegan,Richardson,(208) 780-1970,krichardson647@hotmail.com,ID,call,361181500176,6/6/22 0:00,,154770,n,,n,he
4942,Leanna,Gutierrez,(623) 874-5447,lgutierrez843@hotmail.com,AZ,call,681475207949,6/6/22 0:00,,239694,,y,y,she
4943,Wes,Stevens,(602) 408-1192,wstevens151@gmail.com,AZ,text,988103070353,6/6/22 0:00,,129817,y,y,y,he
4944,Lailah,McLean,(801) 636-1683,lailahmclean15@snarlywhisper.net,UT,call,883466877164,6/7/22 0:00,,,y,y,n,
4945,Vanessa,Diaz,(208) 994-2572,vdiaz981@gmail.com,ID,email,971135858186,6/7/22 0:00,,127639,y,n,,
4946,Cassidy,Thompson,(623) 895-3126,cassidythompson56@yahoo.com,AZ,call,124519086515,6/7/22 0:00,,107255,y,y,y,she
4947,Meredith,Davenport,(208) 982-8122,meredithdavenport59@outlook.com,ID,,320351383979,6/7/22 0:00,,150959,y,n,n,she
4948,Romina,Gomez,(208) 596-9108,rgomez932@gmail.com,ID,email,534311400866,6/7/22 0:00,,67462,y,y,,
4949,Kevin,Lambert,(801) 508-3822,kevinlambert28@gmail.com,UT,text,175350278242,6/7/22 0:00,,134941,y,n,,
4950,Nevaeh,Simon,(520) 615-4043,nevaehsimon4@yahoo.com,AZ,text,149885597517,6/7/22 0:00,,128429,,,n,
4951,Analia,Scott,(208) 681-9002,,ID,email,369296581199,6/7/22 0:00,,,,,y,she
4952,Reese,Miller,(602) 945-1508,rmiller102@icloud.com,AZ,text,399885973704,6/8/22 0:00,,85472,y,y,y,she
4953,Eva,Johnson,(602) 339-7455,ejohnson728@hotmail.com,AZ,call,226205508283,6/8/22 0:00,,133398,y,n,,
4954,Houston,Wood,(208) 243-2451,hwood681@gmail.com,ID,call,,6/8/22 0:00,,470041,y,n,n,
4955,Coby,Evans,(208) 300-7434,cevans585@gmail.com,ID,call,188453366944,6/8/22 0:00,,126745,,n,y,he
4956,Micah,Nixon,(801) 522-6349,,UT,text,864925023172,6/8/22 0:00,,191846,y,n,n,
4957,Bellamy,Diaz,(602) 351-4279,bellamydiaz82@gmail.com,AZ,text,,6/8/22 0:00,,90702,y,y,n,
4958,Elena,Figueroa,(928) 321-6046,elenafigueroa49@gmail.com,AZ,email,596902072887,6/9/22 0:00,,107303,y,y,y,
4959,Athena,Moore,(801) 251-7049,athenamoore62@gmail.com,UT,text,366845672646,6/9/22 0:00,,122139,y,y,y,she
4960,Luke,Mason,(385) 377-6661,lmason705@yahoo.com,UT,,626657191293,6/9/22 0:00,,,n,,y,
4961,Keyla,Ball,(801) 320-7048,kball798@hotmail.com,,text,931185598376,6/9/22 0:00,,163280,y,n,y,she
4962,Josiah,Baker,(801) 409-4046,josiahbaker98@gmail.com,UT,call,762207185311,6/9/22 0:00,,,y,y,,
4963,Hailey,Alvarez,(208) 644-6860,haileyalvarez46@yahoo.com,ID,text,722021715112,6/9/22 0:00,,179672,y,y,n,she
4964,Hannah,Jensen,(520) 541-3927,hjensen910@hotmail.com,AZ,text,262241528286,6/9/22 0:00,,180441,y,y,y,
4965,Cash,Jacobs,(208) 482-9004,cjacobs539@outlook.com,ID,text,947163882552,6/9/22 0:00,,127953,y,n,y,he
4966,Imani,Williams,(208) 224-7126,imaniwilliams5@icloud.com,ID,,864301167072,6/9/22 0:00,,143514,y,,n,
4967,Sebastian,Ramirez,(801) 991-2564,sramirez236@hotmail.com,UT,,629314185966,6/9/22 0:00,,137995,y,y,n,he
4968,Chana,Hernandez,(385) 450-8267,chernandez790@yahoo.com,UT,text,787996996490,6/9/22 0:00,,83553,,,y,
